Date,Open,High,Low,Close,Volume
2024-12-06,242.91,244.63,242.08,242.84,36870621
2024-12-05,243.99,244.54,242.13,243.04,40033879
2024-12-04,242.87,244.11,241.25,243.01,44383941
2024-12-03,239.81,242.76,238.9,242.65,38861020
2024-12-02,237.27,240.79,237.16,239.59,48137102
2024-11-29,234.81,237.81,233.97,237.33,28481381
2024-11-27,234.47,235.69,233.81,234.93,33498441
2024-11-26,233.33,235.57,233.33,235.06,45986191
2024-11-25,231.46,233.25,229.74,232.87,90152828
2024-11-22,228.06,230.72,228.06,229.87,38168246
2024-11-21,228.88,230.16,225.71,228.52,42108328
2024-11-20,228.06,229.93,225.89,229.0,35169566
2024-11-19,226.98,230.16,226.66,228.28,36211770
2024-11-18,225.25,229.74,225.17,228.02,44686020
2024-11-15,226.4,226.92,224.27,225.0,47923699
2024-11-14,225.02,228.87,225.0,228.22,44923941
2024-11-13,224.01,226.65,222.76,225.12,48566219
2024-11-12,224.55,225.59,223.36,224.23,40398301
2024-11-11,225.0,225.7,221.5,224.23,42005602
2024-11-08,227.17,228.66,226.41,226.96,38328820
2024-11-07,224.63,227.88,224.57,227.48,42137688
2024-11-06,222.61,226.07,221.19,222.72,54561121
2024-11-05,221.8,223.95,221.14,223.45,28111340
2024-11-04,220.99,222.79,219.71,222.01,44944473
2024-11-01,220.97,225.35,220.27,222.91,65276738
2024-10-31,229.34,229.83,225.37,225.91,64370090
2024-10-30,232.61,233.47,229.55,230.1,47070910
2024-10-29,233.1,234.33,232.32,233.67,35417246
2024-10-28,233.32,234.73,232.55,233.4,36087129
2024-10-25,229.74,233.22,229.57,231.41,38802301
2024-10-24,229.98,230.82,228.41,230.57,31109500
2024-10-23,234.08,235.14,227.76,230.76,52286980
2024-10-22,233.89,236.22,232.6,235.86,38846578
2024-10-21,234.45,236.85,234.45,236.48,36254473
2024-10-18,236.18,236.18,234.01,235.0,46431473
2024-10-17,233.43,233.85,230.52,232.15,32993809
2024-10-16,231.6,232.12,229.84,231.78,34082238
2024-10-15,233.61,237.49,232.37,233.85,64751367
2024-10-14,228.7,231.73,228.6,231.3,39882090
2024-10-11,229.3,229.41,227.34,227.55,31759189
2024-10-10,227.78,229.5,227.17,229.04,28183539
2024-10-09,225.23,229.75,224.83,229.54,33591090
2024-10-08,224.3,225.98,223.25,225.77,31855689
2024-10-07,224.5,225.69,221.33,221.69,39505352
2024-10-04,227.9,228.0,224.13,226.8,37345102
2024-10-03,225.14,226.81,223.32,225.67,34044160
2024-10-02,225.89,227.37,223.02,226.78,32880609
2024-10-01,229.52,229.65,223.74,226.21,63285047
2024-09-30,230.04,233.0,229.65,233.0,54793391
2024-09-27,228.46,229.52,227.3,227.79,34025969
2024-09-26,227.3,228.5,225.41,227.52,36636711
2024-09-25,224.93,227.29,224.02,226.37,42308719
2024-09-24,228.65,229.35,225.73,227.37,43556070
2024-09-23,227.34,229.45,225.81,226.47,54146020
2024-09-20,229.97,233.09,227.62,228.2,318679906
2024-09-19,224.99,229.82,224.63,228.87,66781320
2024-09-18,217.55,222.71,217.54,220.69,59894930
2024-09-17,215.75,216.9,214.5,216.79,45519340
2024-09-16,216.54,217.22,213.92,216.32,59357434
2024-09-13,223.58,224.04,221.91,222.5,36766621
2024-09-12,222.5,223.55,219.82,222.77,37498230
2024-09-11,221.46,223.09,217.89,222.66,44587070
2024-09-10,218.92,221.48,216.73,220.11,51591031
2024-09-09,220.82,221.27,216.71,220.91,67179969
2024-09-06,223.95,225.24,219.77,220.82,48423008
2024-09-05,221.63,225.48,221.52,222.38,36615398
2024-09-04,221.66,221.78,217.48,220.85,43840199
2024-09-03,228.55,229.0,221.17,222.77,50087200
2024-08-30,230.19,230.4,227.48,229.0,52990770
2024-08-29,230.1,232.92,228.88,229.79,51906301
2024-08-28,227.92,229.86,225.68,226.49,38052168
2024-08-27,226.0,228.85,224.89,228.03,35934559
2024-08-26,226.76,227.28,223.89,227.18,30602211
2024-08-23,225.66,228.22,224.33,226.84,38677246
2024-08-22,227.79,228.34,223.9,224.53,43695320
2024-08-21,226.52,227.98,225.05,226.4,34765480
2024-08-20,225.77,227.17,225.45,226.51,30299029
2024-08-19,225.72,225.99,223.04,225.89,40687809
2024-08-16,223.92,226.83,223.65,226.05,44340238
2024-08-15,224.6,225.35,222.76,224.72,46414008
2024-08-14,220.57,223.03,219.7,221.72,41960566
2024-08-13,219.01,221.89,219.01,221.27,44155328
2024-08-12,216.07,219.51,215.6,217.53,38028090
2024-08-09,212.1,216.78,211.97,216.24,42201648
2024-08-08,213.11,214.2,208.83,213.31,47161152
2024-08-07,206.9,213.64,206.39,209.82,63516422
2024-08-06,205.3,209.99,201.07,207.23,69660484
2024-08-05,199.09,213.5,196.0,209.27,119548602
2024-08-02,219.15,225.6,217.71,219.86,105568602
2024-08-01,224.37,224.48,217.02,218.36,62501000
2024-07-31,221.44,223.82,220.63,222.08,50036262
2024-07-30,219.19,220.33,216.12,218.8,41643840
2024-07-29,216.96,219.3,215.75,218.24,36311781
2024-07-26,218.7,219.49,216.01,217.96,41601352
2024-07-25,218.93,220.85,214.62,217.49,51391199
2024-07-24,224.0,224.8,217.13,218.54,61777578
2024-07-23,224.37,226.94,222.68,225.01,39960262
2024-07-22,227.01,227.78,223.09,223.96,48201840
2024-07-19,224.82,226.8,223.28,224.31,49151449
2024-07-18,230.28,230.44,222.27,224.18,66034594
2024-07-17,229.45,231.46,226.64,228.88,57345879
2024-07-16,235.0,236.27,232.33,234.82,43234281
2024-07-15,236.48,237.23,233.09,234.4,62631246
2024-07-12,228.92,232.64,228.68,230.54,53046527
2024-07-11,231.39,232.39,225.77,227.57,64710621
2024-07-10,229.3,233.08,229.25,232.98,62627688
2024-07-09,227.93,229.4,226.37,228.68,48169820
2024-07-08,227.09,227.85,223.25,227.82,59085859
2024-07-05,221.65,226.45,221.65,226.34,60412406
2024-07-03,220.0,221.55,219.03,221.55,37369801
2024-07-02,216.15,220.38,215.1,220.27,58046180
2024-07-01,212.09,217.51,211.92,216.75,60402930
2024-06-28,215.77,216.07,210.3,210.62,82542719
2024-06-27,214.69,215.74,212.35,214.1,49772711
2024-06-26,211.5,214.86,210.64,213.25,66213195
2024-06-25,209.15,211.38,208.61,209.07,56713871
2024-06-24,207.72,212.7,206.59,208.14,80727008
2024-06-21,210.39,211.89,207.11,207.49,246421406
2024-06-20,213.93,214.24,208.85,209.68,86172445
2024-06-18,217.59,218.63,213.0,214.29,79943250
2024-06-17,213.37,218.95,212.72,216.67,93728305
2024-06-14,213.85,215.17,211.3,212.49,70122750
2024-06-13,214.74,216.75,211.6,214.24,97862727
2024-06-12,207.37,220.2,206.9,213.07,198134297
2024-06-11,193.65,207.16,193.63,207.15,172373297
2024-06-10,196.9,197.3,192.15,193.12,97262078
2024-06-07,194.65,196.94,194.14,196.89,53103910
2024-06-06,195.69,196.5,194.17,194.48,41181754
2024-06-05,195.4,196.9,194.87,195.87,54156793
2024-06-04,194.64,195.32,193.03,194.35,47471449
2024-06-03,192.9,194.99,192.52,194.03,50080539
2024-05-31,191.44,192.57,189.91,192.25,75158281
2024-05-30,190.76,192.18,190.63,191.29,49947941
2024-05-29,189.61,192.25,189.51,190.29,53068020
2024-05-28,191.51,193.0,189.1,189.99,52280047
2024-05-24,188.82,190.58,188.04,189.98,36326980
2024-05-23,190.98,191.0,186.63,186.88,51005922
2024-05-22,192.27,192.82,190.27,190.9,34648551
2024-05-21,191.09,192.73,190.92,192.35,42309398
2024-05-20,189.33,191.92,189.01,191.04,44361281
2024-05-17,189.51,190.81,189.18,189.87,41282930
2024-05-16,190.47,191.1,189.66,189.84,52845230
2024-05-15,187.91,190.65,187.37,189.72,70399992
2024-05-14,187.51,188.3,186.29,187.43,52393621
2024-05-13,185.44,187.1,184.62,186.28,72044805
2024-05-10,184.9,185.09,182.13,183.05,50759500
2024-05-09,182.56,184.66,182.11,184.57,48982969
2024-05-08,182.85,183.07,181.45,182.74,45057090
2024-05-07,183.45,184.9,181.32,182.4,77305766
2024-05-06,182.35,184.2,180.42,181.71,78569672
2024-05-03,186.65,187.0,182.66,183.38,163224094
2024-05-02,172.51,173.42,170.89,173.03,94214922
2024-05-01,169.58,172.71,169.11,169.3,50383152
2024-04-30,173.33,174.99,170.0,170.33,65934781
2024-04-29,173.37,176.03,173.1,173.5,68169422
2024-04-26,169.88,171.34,169.18,169.3,44838352
2024-04-25,169.53,170.61,168.15,169.89,50558328
2024-04-24,166.54,169.3,166.21,169.02,48251840
2024-04-23,165.35,167.05,164.92,166.9,49537762
2024-04-22,165.52,167.26,164.77,165.84,48116441
2024-04-19,166.21,166.4,164.08,165.0,68149375
2024-04-18,168.03,168.64,166.55,167.04,43122898
2024-04-17,169.61,170.65,168.0,168.0,50901207
2024-04-16,171.75,173.76,168.27,169.38,73711242
2024-04-15,175.36,176.63,172.5,172.69,73531766
2024-04-12,174.26,178.36,174.21,176.55,101670898
2024-04-11,168.34,175.46,168.16,175.04,91070281
2024-04-10,168.8,169.09,167.11,167.78,49709340
2024-04-09,168.7,170.08,168.35,169.67,42451207
2024-04-08,169.03,169.2,168.24,168.45,37425512
2024-04-05,169.59,170.39,168.95,169.58,42104832
2024-04-04,170.29,171.92,168.82,168.82,53704391
2024-04-03,168.79,170.68,168.58,169.65,47691719
2024-04-02,169.08,169.34,168.23,168.84,49329480
2024-04-01,171.19,171.25,169.48,170.03,46240500
2024-03-28,171.75,172.23,170.51,171.48,65672688
2024-03-27,170.41,173.6,170.11,173.31,60273273
2024-03-26,170.0,171.42,169.58,169.71,57388449
2024-03-25,170.57,171.94,169.45,170.85,54288328
2024-03-22,171.76,173.05,170.06,172.28,71160141
2024-03-21,177.05,177.49,170.84,171.37,106181297
2024-03-20,175.72,178.67,175.09,178.67,53423102
2024-03-19,174.34,176.61,173.03,176.08,55215238
2024-03-18,175.57,177.71,173.52,173.72,75604180
2024-03-15,171.17,172.62,170.29,172.62,121752703
2024-03-14,172.91,174.31,172.05,173.0,72913516
2024-03-13,172.77,173.19,170.76,171.13,52488688
2024-03-12,173.15,174.03,171.01,173.23,59825367
2024-03-11,172.94,174.38,172.05,172.75,60139473
2024-03-08,169.0,173.7,168.94,170.73,76267039
2024-03-07,169.15,170.73,168.49,169.0,71765055
2024-03-06,171.06,171.24,168.68,169.12,68587711
2024-03-05,170.76,172.04,169.62,170.12,95132359
2024-03-04,176.15,176.9,173.79,175.1,81510094
2024-03-01,179.55,180.53,177.38,179.66,73563078
2024-02-29,181.27,182.57,179.53,180.75,136682594
2024-02-28,182.51,183.12,180.13,181.42,48953941
2024-02-27,181.1,183.92,179.56,182.63,54318848
2024-02-26,182.24,182.76,180.65,181.16,40867422
2024-02-23,185.01,185.04,182.23,182.52,45119680
2024-02-22,183.48,184.96,182.46,184.37,52292207
2024-02-21,181.94,182.89,180.66,182.32,41529672
2024-02-20,181.79,182.43,180.0,181.56,53665551
2024-02-16,183.42,184.85,181.67,182.31,49752473
2024-02-15,183.55,184.49,181.35,183.86,65434500
2024-02-14,185.32,185.53,182.44,184.15,54630520
2024-02-13,185.77,186.21,183.51,185.04,56529527
2024-02-12,188.42,188.67,186.79,187.15,41781930
2024-02-09,188.65,189.99,188.0,188.85,45155219
2024-02-08,189.39,189.54,187.35,188.32,40962047
2024-02-07,190.64,191.05,188.61,189.41,53438961
2024-02-06,186.86,189.31,186.77,189.3,43490762
2024-02-05,188.15,189.25,185.84,187.68,69668812
2024-02-02,179.86,187.33,179.25,185.85,102551695
2024-02-01,183.99,186.95,183.82,186.86,64885406
2024-01-31,187.04,187.1,184.35,184.4,55467801
2024-01-30,190.94,191.8,187.47,188.04,55859367
2024-01-29,192.01,192.2,189.58,191.73,47145621
2024-01-26,194.27,194.76,191.94,192.42,44594008
2024-01-25,195.22,196.27,193.11,194.17,54822129
2024-01-24,195.42,196.38,194.34,194.5,53631320
2024-01-23,195.02,195.75,193.83,195.18,42355594
2024-01-22,192.3,195.33,192.26,193.89,60133848
2024-01-19,189.33,191.95,188.82,191.56,68902992
2024-01-18,186.09,189.14,185.83,188.63,78005750
2024-01-17,181.27,182.93,180.3,182.68,47317434
2024-01-16,182.16,184.26,180.93,183.63,65603039
2024-01-12,186.06,186.74,185.19,185.92,40477781
2024-01-11,186.54,187.05,183.62,185.59,49128406
2024-01-10,184.35,186.4,183.92,186.19,46792910
2024-01-09,183.92,185.15,182.73,185.14,42841809
2024-01-08,182.09,185.6,181.5,185.56,59144473
2024-01-05,181.99,182.76,180.17,181.18,62379660
2024-01-04,182.15,183.09,180.88,181.91,71983570
2024-01-03,184.22,185.88,183.43,184.25,58414461
2024-01-02,187.15,188.44,183.89,185.64,82488672
2025-05-01,209.08,214.56,208.9,213.32,57365680
2025-04-30,209.3,213.58,206.67,212.5,52286449
2025-04-29,208.69,212.24,208.37,211.21,36827633
2025-04-28,210.0,211.5,207.46,210.14,38743070
2025-04-25,206.37,209.75,206.2,209.28,38222262
2025-04-24,204.89,208.83,202.94,208.37,47310992
2025-04-23,206.0,208.0,202.8,204.6,52929168
2025-04-22,196.12,201.59,195.97,199.74,52976367
2025-04-21,193.27,193.8,189.81,193.16,46742539
2025-04-17,197.2,198.83,194.42,196.98,52164680
2025-04-16,198.36,200.7,192.37,194.27,59732422
2025-04-15,201.86,203.51,199.8,202.14,51343871
2025-04-14,211.44,212.94,201.16,202.52,101352898
2025-04-11,186.1,199.54,186.06,198.15,87435922
2025-04-10,189.07,194.78,183.0,190.42,121880000
2025-04-09,171.95,200.61,171.89,198.85,184395906
2025-04-08,186.7,190.34,169.21,172.42,120859508
2025-04-07,177.2,194.15,174.62,181.46,160466297
2025-04-04,193.89,199.88,187.34,188.38,125910898
2025-04-03,205.54,207.49,201.25,203.19,103419000
2025-04-02,221.32,225.19,221.02,223.89,35905898
2025-04-01,219.81,223.68,218.9,223.19,36412738
2025-03-31,217.01,225.62,216.23,222.13,65299320
2025-03-28,221.67,223.81,217.68,217.9,39818621
2025-03-27,221.39,224.99,220.56,223.85,37094770
2025-03-26,223.51,225.02,220.47,221.53,34532660
2025-03-25,220.77,224.1,220.08,223.75,34493578
2025-03-24,221.0,221.48,218.58,220.73,44299480
2025-03-21,211.56,218.84,211.28,218.27,94127766
2025-03-20,213.99,217.49,212.22,214.1,48862953
2025-03-19,214.22,218.76,213.75,215.24,54385391
2025-03-18,214.16,215.15,211.49,212.69,42432434
2025-03-17,213.31,215.22,209.97,214.0,48073434
2025-03-14,211.25,213.95,209.58,213.49,60107578
2025-03-13,215.95,216.84,208.42,209.68,61368328
2025-03-12,220.14,221.75,214.91,216.98,62547473
2025-03-11,223.81,225.84,217.45,220.84,76137406
2025-03-10,235.54,236.16,224.22,227.48,72071203
2025-03-07,235.11,241.37,234.76,239.07,46273566
2025-03-06,234.44,237.86,233.16,235.33,45170422
2025-03-05,235.42,236.55,229.23,235.74,47227641
2025-03-04,237.71,240.07,234.68,235.93,53798059
2025-03-03,241.79,244.03,236.11,238.03,47183992
2025-02-28,236.95,242.09,230.2,241.84,56833359
2025-02-27,239.41,242.46,237.06,237.3,41153641
2025-02-26,244.33,244.98,239.13,240.36,44433559
2025-02-25,248.0,250.0,244.91,247.04,48013273
2025-02-24,244.93,248.86,244.42,247.1,51326398
2025-02-21,245.95,248.69,245.22,245.55,53197434
2025-02-20,244.94,246.78,244.29,245.83,32316910
2025-02-19,244.66,246.01,243.16,244.87,32204221
2025-02-18,244.15,245.18,241.84,244.47,48822488
2025-02-14,241.25,245.55,240.99,244.6,40896230
2025-02-13,236.91,242.34,235.57,241.53,53614047
2025-02-12,231.2,236.96,230.68,236.87,45243289
2025-02-11,228.2,235.23,228.13,232.62,53718359
2025-02-10,229.57,230.59,227.2,227.65,33115648
2025-02-07,232.6,234.0,227.26,227.63,39707219
2025-02-06,231.29,233.8,230.43,233.22,29925350
2025-02-05,228.53,232.67,228.27,232.47,39664992
2025-02-04,227.25,233.13,226.65,232.8,45067301
2025-02-03,229.99,231.83,225.7,228.01,73063297
2025-01-31,247.19,247.19,233.44,236.0,101075102
2025-01-30,238.67,240.79,237.21,237.59,55658281
2025-01-29,234.12,239.86,234.01,239.36,45486102
2025-01-28,230.85,240.19,230.81,238.26,75707570
2025-01-27,224.02,232.15,223.98,229.86,94863422
2025-01-24,224.78,225.63,221.41,222.78,54697910
2025-01-23,224.74,227.03,222.3,223.66,60234762
2025-01-22,219.79,224.12,219.79,223.83,64126500
2025-01-21,224.0,224.42,219.38,222.64,98070430
2025-01-17,232.12,232.29,228.48,229.98,68488305
2025-01-16,237.35,238.01,228.03,228.26,71759047
2025-01-15,234.64,238.96,234.43,237.87,39831969
2025-01-14,234.75,236.12,232.47,233.28,39435289
2025-01-13,233.53,234.67,229.72,234.4,49630727
2025-01-10,240.01,240.16,233.0,236.85,61710859
2025-01-08,241.92,243.71,240.05,242.7,37628941
2025-01-07,242.98,245.55,241.35,242.21,40855961
2025-01-06,244.31,247.33,243.2,245.0,45045566
2025-01-03,243.36,244.18,241.89,243.36,40244113
2025-01-02,248.93,249.1,241.82,243.85,55740727
